ID;Jour;Heure;Mode;Direction;Frequence;Motif_deplacement;Motif_dep_commentaires;Raison_plus_direct_plus_pratique;Raison_plus_agreable;Raison_moins_voiture;Raison_habitude;Raison_autre;Raison_autre_commentaire_libre;Sentiment_securite;Perception_risque_collision_pietons_cyclistes;Confort_rarement_gene_autres_usagers;Confort_lisibilite_positionnement;Perception_tensions;Cohabitation_agreable;Explication_ressenti_raison_1;Explication_ressenti_raison_2;Explication_ressenti_raison_3;Explication_ressenti_raison_4;Explication_ressenti_raison_5;Situations_evitement_axe;Evitement_quand;Evitement_pourquoi;Usagers_genants_cyclistes;Usagers_genants_livreurs_velo;Usagers_genants_pietons;Usagers_genants_trottinettes;Usagers_genants_voitures;Usagers_genants_camionnettes;Usagers_genants_autres;Usagers_genants_autres_commentaire_libre;Qualificatif_1;Qualificatif_2;Qualificatif_3;Genre;Age
C92;29/04/25;14:50;cycliste ;sans reponse;tous les jours;activites/loisirs;;oui;null;null;null;null;;pas du tout d'accord;tout a fait d'accord;plutot pas d'accord;plutot d'accord;tout a fait d'accord;plutot pas d'accord;;vitesse livreurs a velo;absence de separation;;;non;;;null;null;null;null;null;null;null;;vigilent;anticiper;;ne sait pas;ne sait pas 
C93;29/04/25;14:50;cycliste ;vers gallia;tous les jours;travail/etudes;;oui;null;null;null;null;;tout a fait d'accord;pas du tout d'accord;tout a fait d'accord;tout a fait d'accord;tout a fait d'accord;plutot d'accord;;vitesse cyclistes;vitesse livreurs a velo;probleme avec les vehicule electrique (trotinettes,velos);;non;;;null;null;null;null;null;null;null;;agreable;serein;pratique;homme;40-60
C94;29/04/25;15:06;cycliste ;vers corbeau;tous les jours;travail/etudes;;oui;null;null;null;null;;plutot d'accord;tout a fait d'accord;plutot pas d'accord;tout a fait d'accord;plutot d'accord;plutot pas d'accord;;touristes ne comprennent pas l'espace;les pietons se sentent agresses;;;oui;marche de Noël;;null;null;oui;null;null;null;null;;agreable;pratique;vigilence;femme;20-40
C95;29/04/25;15:10;cycliste ;vers corbeau;toutes les semaines;travail/etudes;;oui;null;null;null;null;;tout a fait d'accord;plutot d'accord;plutot d'accord;pas du tout d'accord;tout a fait d'accord;plutot pas d'accord;;absence de separation;;;;non;;;null;null;null;null;null;null;null;;agreable;slalom;rallenti;femme;20-40
C96;29/04/25;15:15;cycliste ;vers corbeau;tous les jours;travail/etudes;;oui;null;null;null;null;;plutot d'accord;tout a fait d'accord;plutot d'accord;pas du tout d'accord;plutot d'accord;ne sait pas;;manque de civisme/de communication;absence de separation;;;oui;samedi;trop frequente;null;null;oui;null;null;null;null;;agreable;pratique;encombre;femme;40-60
C97;29/04/25;15:15;cycliste ;vers corbeau;tous les jours;promenade;;null;oui;null;null;null;;plutot pas d'accord;plutot d'accord;pas du tout d'accord;tout a fait d'accord;plutot d'accord;tout a fait d'accord;;conflits/tensions;;;;non;;;null;null;null;null;null;null;null;;stresssant ;foule;;femme;20-40
C98;29/04/25;15:24;cycliste ;vers gallia;tous les jours;travail/etudes;;oui;null;null;null;null;;plutot d'accord;tout a fait d'accord;tout a fait d'accord;plutot d'accord;tout a fait d'accord;ne sait pas;;;;;;oui;meteo agreable;;null;null;null;null;null;null;null;;aleatoire;dangereuse;ameliorable;ne sait pas;ne sait pas 
C99;29/04/25;15:24;cycliste ;vers gallia;tous les jours;travail/etudes;;oui;null;null;null;null;;tout a fait d'accord;tout a fait d'accord;tout a fait d'accord;plutot d'accord;tout a fait d'accord;plutot d'accord;;probleme avec les voitures/camionnettes ;;;;oui;marche de Noël;;null;null;null;null;null;null;null;;dangereux;vigilent;;ne sait pas;ne sait pas 
C100;29/04/25;15:30;cycliste ;vers gallia;toutes les semaines;activites/loisirs;;oui;oui;null;null;null;;plutot d'accord;tout a fait d'accord;plutot d'accord;pas du tout d'accord;plutot pas d'accord;plutot pas d'accord;;problemes avec les velos cargos;trop de monde en general;absence de separation;;non;;;null;null;null;null;null;null;null;;anime;connecte;;ne sait pas;ne sait pas 
C101;29/04/25;15:35;cycliste ;vers corbeau;tous les jours;travail/etudes;;null;oui;null;null;oui;rencontrer des gens;tout a fait d'accord;pas du tout d'accord;pas du tout d'accord;plutot pas d'accord;plutot d'accord;tout a fait d'accord;;probleme avec les vehicule electrique (trotinettes,velos);;;;non;;;null;null;null;null;null;null;null;;amusant;tranquille;tres beau;homme;20-40
C102;29/04/25;15:37;cycliste ;vers gallia;tous les jours;travail/etudes;;null;oui;oui;null;null;;tout a fait d'accord;plutot d'accord;pas du tout d'accord;pas du tout d'accord;pas du tout d'accord;tout a fait d'accord;;manque de signaletique;;;;non;;;null;null;null;null;null;null;null;;agreable ;calme;facile;femme;20-40
C103;29/04/25;15:42;cycliste ;vers corbeau;tous les jours;travail/etudes;;oui;oui;null;null;null;;tout a fait d'accord;plutot d'accord;pas du tout d'accord;plutot d'accord;tout a fait d'accord;plutot d'accord;;vitesses differentes;manque de signaletique;;;oui;samedi apres-midi;trop de pietons;null;null;oui;null;null;null;null;;usages reguliers;satisfait;agreable;homme;20-40
C104;29/04/25;15:50;cycliste ;vers corbeau;toutes les semaines;activites/loisirs;;oui;null;null;null;null;;tout a fait d'accord;pas du tout d'accord;pas du tout d'accord;tout a fait d'accord;plutot d'accord;tout a fait d'accord;;trop de cyclistes;;;;non;;;null;null;null;null;null;null;null;;passage court;;;homme;20-40
C105;29/04/25;15:50;cycliste ;vers gallia;tous les jours;activites/loisirs;;oui;null;null;null;null;;tout a fait d'accord;tout a fait d'accord;pas du tout d'accord;tout a fait d'accord;pas du tout d'accord;tout a fait d'accord;;absence de separation;;;;non;;;null;null;null;null;null;null;null;;aucuns problemes;agreable;;femme;60 et plus
C106;29/04/25;15:55;cycliste ;vers corbeau;tous les jours;travail/etudes;;oui;null;null;null;null;;tout a fait d'accord;tout a fait d'accord;tout a fait d'accord;plutot d'accord;tout a fait d'accord;pas du tout d'accord;;;;;;oui;quand il y a du monde;trop frequente;oui;null;oui;null;null;null;null;;agreable;chiante;cool;homme;20-40
C107;29/04/25;16:00;cycliste ;vers corbeau;tous les jours;travail/etudes;;oui;null;null;null;null;;tout a fait d'accord;plutot d'accord;plutot d'accord;tout a fait d'accord;plutot d'accord;tout a fait d'accord;;trop de monde en general;;;;non;;;null;null;null;null;null;null;null;;encombre;agreable;;femme;moins de 20
C108;29/04/25;16:00;cycliste ;sans reponse;toutes les semaines;activites/loisirs;;oui;null;oui;null;null;;tout a fait d'accord;pas du tout d'accord;pas du tout d'accord;tout a fait d'accord;plutot pas d'accord;plutot pas d'accord;;manque d'attention pietons;faire attention (cyclistes ou pietons);;;non;;;null;null;null;null;null;null;null;;agreable;privilegie;bienheureux;homme;40-60
C109;29/04/25;16:05;cycliste ;vers gallia;toutes les semaines;travail/etudes;;null;null;null;null;oui;travaux;tout a fait d'accord;plutot d'accord;plutot d'accord;ne sait pas;plutot d'accord;plutot d'accord;;vitesses differentes;manque d'attention pietons;faire attention (cyclistes ou pietons);probleme avec les vehicule electrique (trotinettes,velos);oui;;trop frequente;null;null;null;null;null;null;oui;personnes peu attentives;vivant;joli;centrale;femme;20-40
C110;29/04/25;16:09;cycliste ;vers gallia;tous les jours;travail/etudes;;oui;null;null;null;null;;plutot d'accord;tout a fait d'accord;pas du tout d'accord;plutot d'accord;plutot pas d'accord;plutot d'accord;;absence de separation;;;;non;;;null;null;null;null;null;null;null;;agreable;collaboratif;;femme;20-40
C111;29/04/25;16:26;cycliste ;vers gallia;tous les jours;travail/etudes;;oui;null;null;null;null;;plutot pas d'accord;tout a fait d'accord;plutot d'accord;plutot d'accord;plutot d'accord;plutot d'accord;;probleme avec les voitures/camionnettes ;danger/peur;;;non;;;null;null;null;null;null;null;null;;large;bcp de monde;assez agreable;femme;moins de 20
C112;29/04/25;16:26;cycliste ;vers gallia;tous les jours;travail/etudes;;oui;oui;null;null;null;;plutot pas d'accord;tout a fait d'accord;plutot d'accord;plutot d'accord;tout a fait d'accord;plutot d'accord;;trop de monde en general;;;;non;;;null;null;null;null;null;null;null;;large;bcp de monde;assez agreable;homme;moins de 20
C113;29/04/25;16:30;cycliste ;vers corbeau;toutes les semaines;activites/loisirs;;null;oui;null;null;null;;pas du tout d'accord;tout a fait d'accord;plutot d'accord;pas du tout d'accord;tout a fait d'accord;pas du tout d'accord;;cohabitation difficile entre les velos;probleme avec les vehicule electrique (trotinettes,velos);manque d'attention pietons;;oui;quand il y a du monde;c'est dangereux;null;null;null;null;null;null;null;;buccolique;desagreable;insecurite;femme;60 et plus
C114;29/04/25;16:30;cycliste ;vers gallia;tous les jours;travail/etudes;;oui;null;null;null;null;;plutot d'accord;tout a fait d'accord;plutot d'accord;pas du tout d'accord;plutot d'accord;pas du tout d'accord;;absence de separation;;;;non;;;null;null;null;null;null;null;null;;intense;agreable;;homme;20-40
C115;29/04/25;16:40;cycliste ;vers corbeau;toutes les semaines;travail/etudes;;oui;null;null;null;null;;pas du tout d'accord;plutot pas d'accord;plutot d'accord;tout a fait d'accord;plutot pas d'accord;tout a fait d'accord;;danger/peur;;;;non;;;null;null;null;null;null;null;null;;dangerosite;;;femme;40-60
C116;29/04/25;16:44;cycliste ;vers gallia;toutes les semaines;travail/etudes;;null;null;null;null;oui;travaux;tout a fait d'accord;pas du tout d'accord;plutot d'accord;tout a fait d'accord;plutot d'accord;plutot pas d'accord;;vitesse cyclistes;faire attention (cyclistes ou pietons);;;oui;;trop frequente;null;null;null;null;null;null;null;;encombre;attentif;respectueux;femme;40-60
C117;29/04/25;16:50;cycliste ;vers gallia;tous les jours;travail/etudes;;null;oui;oui;null;null;;plutot d'accord;plutot pas d'accord;pas du tout d'accord;tout a fait d'accord;plutot d'accord;tout a fait d'accord;;faire attention (cyclistes ou pietons);;;;non;;;null;oui;null;null;oui;oui;oui;motos;agreable;;;femme;moins de 20
C118;29/04/25;17:00;cycliste ;vers corbeau;tous les jours;travail/etudes;;oui;null;null;oui;null;;plutot pas d'accord;tout a fait d'accord;plutot d'accord;plutot d'accord;plutot d'accord;plutot pas d'accord;;manque d'attention pietons;touristes ne comprennent pas l'espace;;;non;;;oui;null;null;oui;null;null;null;;pratique;agreable;mefiant;femme;moins de 20
C119;29/04/25;17:00;cycliste ;vers gallia;tous les jours;travail/etudes;;oui;null;null;null;null;;tout a fait d'accord;plutot d'accord;plutot d'accord;tout a fait d'accord;pas du tout d'accord;tout a fait d'accord;;faire attention (cyclistes ou pietons);absence de separation;manque de signaletique;;oui;soir;trop frequente;null;oui;null;null;null;oui;null;;agreable;convivialite;partage;femme;20-40
C120;29/04/25;17:01;cycliste ;vers gallia;moins souvent;travail/etudes;;null;oui;null;null;null;;tout a fait d'accord;pas du tout d'accord;pas du tout d'accord;tout a fait d'accord;tout a fait d'accord;pas du tout d'accord;;faire attention (cyclistes ou pietons);vitesse cyclistes;;;oui;quand il y a du monde;;null;null;null;null;null;oui;null;;architectural;amenagement reussi;perilleux;homme;40-60
C121;29/04/25;17:10;cycliste ;vers corbeau;toutes les semaines;activites/loisirs;;oui;oui;oui;oui;null;;plutot d'accord;plutot pas d'accord;tout a fait d'accord;tout a fait d'accord;plutot d'accord;plutot pas d'accord;;faire attention (cyclistes ou pietons);danger/peur;absence de separation;;oui;;;null;null;null;null;null;oui;null;;agreable;liberte;bonheur;femme;60 et plus
C122;29/04/25;17:16;cycliste ;vers gallia;toutes les semaines;travail/etudes;;oui;null;null;null;null;;plutot d'accord;tout a fait d'accord;plutot d'accord;plutot pas d'accord;plutot pas d'accord;plutot pas d'accord;;trop de monde en general;touristes ne comprennent pas l'espace;absence de separation;;oui;meteo agreable;trop de pietons;oui;null;oui;null;null;null;null;;nature;animee;rapidite;femme;20-40
C123;29/04/25;17:20;cycliste ;vers gallia;tous les jours;travail/etudes;;oui;oui;oui;null;null;;plutot pas d'accord;tout a fait d'accord;plutot d'accord;pas du tout d'accord;plutot d'accord;plutot pas d'accord;;manque d'attention pietons;;;;oui;quand il y a du monde;trop frequente;null;null;oui;null;oui;oui;null;;joli;pas securisant ;besoin d'adaptation ;femme;20-40
C124;29/04/25;17:20;cycliste ;vers gallia;tous les jours;travail/etudes;;oui;oui;null;null;null;;plutot pas d'accord;tout a fait d'accord;pas du tout d'accord;plutot d'accord;plutot pas d'accord;plutot pas d'accord;;probleme avec les voitures/camionnettes ;trop de monde en general;espace assez large;absence de separation;oui;marche de Noël;;null;null;null;null;null;oui;null;;prudente;joli;;femme;40-60
C125;29/04/25;18:20;cycliste ;vers gallia;moins souvent;activites/loisirs;;oui;null;null;null;null;;tout a fait d'accord;pas du tout d'accord;pas du tout d'accord;pas du tout d'accord;plutot d'accord;plutot pas d'accord;;vitesse livreurs a velo;comportement derangeant cyclistes;;;oui;apres-midi;trop de pietons;null;null;null;null;null;null;null;;complique;agreable;;homme;20-40
C126;29/04/25;18:25;cycliste ;vers gallia;tous les jours;travail/etudes;;oui;oui;null;null;null;;tout a fait d'accord;tout a fait d'accord;pas du tout d'accord;tout a fait d'accord;tout a fait d'accord;plutot d'accord;;faire attention (cyclistes ou pietons);espace assez large;touristes ne comprennent pas l'espace;;oui;;plus rapide;null;null;null;null;null;null;null;;agreable;civique;beau;homme;20-40
C127;29/04/25;18:25;cycliste ;vers corbeau;tous les jours;travail/etudes;;oui;null;null;null;null;;plutot d'accord;tout a fait d'accord;plutot d'accord;pas du tout d'accord;plutot pas d'accord;plutot d'accord;;danger/peur;;;;non;;;null;null;null;null;null;null;null;;agreable;stressant;;homme;20-40
C128;29/04/25;18:28;cycliste ;vers corbeau;tous les jours;travail/etudes;;oui;null;null;null;null;;plutot pas d'accord;plutot d'accord;plutot d'accord;tout a fait d'accord;pas du tout d'accord;plutot pas d'accord;;manque de signaletique;;;;non;;;null;null;null;null;null;null;null;;agreable;buccolique;anticipation;homme;20-40
C129;29/04/25;18:30;cycliste ;vers corbeau;toutes les semaines;activites/loisirs;;oui;oui;null;null;null;;plutot d'accord;plutot d'accord;pas du tout d'accord;plutot d'accord;plutot pas d'accord;plutot d'accord;;faire attention (cyclistes ou pietons);aux cyclistes de s'adapter;;;non;;;null;null;null;null;null;null;null;;agreable;desorganise;pratique;homme;20-40
C130;29/04/25;18:30;cycliste ;vers gallia;tous les jours;travail/etudes;;oui;null;null;null;null;;plutot d'accord;tout a fait d'accord;tout a fait d'accord;pas du tout d'accord;tout a fait d'accord;pas du tout d'accord;;faire attention (cyclistes ou pietons);trop de monde en general;vitesse cyclistes;;non;;;null;null;null;null;null;null;null;;brouillon;egoiste;agreable;femme;20-40
C131;29/04/25;18:30;cycliste ;vers corbeau;toutes les semaines;activites/loisirs;;null;oui;oui;null;null;;plutot d'accord;tout a fait d'accord;plutot d'accord;pas du tout d'accord;plutot pas d'accord;plutot d'accord;;absence de separation;;;;non;;;null;null;null;null;null;null;null;;agreable;vivant;populaire;homme;40-60
C132;29/04/25;18:30;cycliste ;vers gallia;toutes les semaines;activites/loisirs;;null;oui;null;null;null;;plutot pas d'accord;plutot d'accord;plutot d'accord;tout a fait d'accord;tout a fait d'accord;plutot pas d'accord;;;;;;non;samedi apres-midi;trop frequente;null;null;null;null;null;null;null;;epanouissant;burlesque;rocambolesque;femme;20-40
C133;29/04/25;18:40;cycliste ;vers corbeau;toutes les semaines;activites/loisirs;;null;oui;null;oui;null;;tout a fait d'accord;tout a fait d'accord;pas du tout d'accord;pas du tout d'accord;pas du tout d'accord;plutot pas d'accord;;absence de separation;pedagogie pour les cyclistes;;;non;;;null;null;null;oui;null;null;null;;agreable;divertissant;cordial;homme;40-60
C134;29/04/25;18:45;cycliste ;sans reponse;toutes les semaines;activites/loisirs;;null;oui;oui;null;null;;tout a fait d'accord;plutot d'accord;plutot d'accord;tout a fait d'accord;plutot d'accord;plutot d'accord;;touristes ne comprennent pas l'espace;;;;oui;quand il y a du monde;;null;null;null;null;null;null;oui;flux en general;genial;ville fiere;;femme;60 et plus
C135;29/04/25;18:47;cycliste ;vers corbeau;tous les jours;travail/etudes;;null;oui;null;null;null;;tout a fait d'accord;pas du tout d'accord;pas du tout d'accord;plutot pas d'accord;pas du tout d'accord;tout a fait d'accord;;absence de separation;manque de signaletique;;;oui;;plus rapide;null;null;null;null;null;null;null;;diversite;sensation de balade;nez en l'air;femme;40-60
C136;29/04/25;18:50;cycliste ;vers corbeau;tous les jours;travail/etudes;;oui;oui;null;null;oui;habitation;plutot d'accord;plutot pas d'accord;pas du tout d'accord;tout a fait d'accord;tout a fait d'accord;plutot d'accord;;vitesse livreurs a velo;manque d'attention pietons;;;non;;;null;null;null;null;null;null;null;;vigilent;agreable;respectueux;homme;40-60
C137;29/04/25;18:50;cycliste ;vers corbeau;tous les jours;travail/etudes;;oui;null;null;null;oui;travaux;plutot d'accord;tout a fait d'accord;tout a fait d'accord;tout a fait d'accord;tout a fait d'accord;pas du tout d'accord;;absence de separation;;;;oui;;travaux;oui;null;oui;null;null;null;null;;collision;luminosite;prevention;homme;20-40
C138;29/04/25;18:50;cycliste ;vers corbeau;tous les jours;autre;creche;null;oui;oui;null;null;;plutot d'accord;tout a fait d'accord;tout a fait d'accord;pas du tout d'accord;tout a fait d'accord;pas du tout d'accord;;manque d'attention pietons;manque de signaletique;aux cyclistes de s'adapter;;non;;;null;null;oui;null;null;null;oui;les gens sur leur telephones;agreable;biscornu;;femme;20-40
C139;29/04/25;18:55;cycliste ;sans reponse;toutes les semaines;travail/etudes;;oui;null;oui;null;null;;plutot d'accord;plutot d'accord;plutot d'accord;plutot d'accord;plutot pas d'accord;plutot pas d'accord;;pedagogie pour les cyclistes;trop de pietons;probleme avec les voitures/camionnettes ;;oui;samedi;trop de pietons;null;null;null;null;null;null;null;;attentive;vitesse;agreable;femme;40-60
C140;03/05/25;8:15;cycliste ;vers corbeau;tous les jours;activites/loisirs;;oui;oui;null;null;null;;plutot pas d'accord;plutot pas d'accord;pas du tout d'accord;tout a fait d'accord;plutot pas d'accord;tout a fait d'accord;;cohabitation difficile entre les velos;;;;non;;;null;null;null;null;null;null;null;;agreable;relaxant;gênent;homme;60 et plus
C141;03/05/25;8:30;cycliste ;vers gallia;tous les jours;travail/etudes;;oui;null;null;null;null;;tout a fait d'accord;pas du tout d'accord;pas du tout d'accord;tout a fait d'accord;pas du tout d'accord;plutot d'accord;;probleme avec les voitures/camionnettes ;;;;non;;;null;null;null;null;null;null;null;;classique;normal;;homme;40-60
C142;03/05/25;9:10;cycliste ;vers corbeau;toutes les semaines;activites/loisirs;;oui;null;null;null;null;;plutot d'accord;plutot pas d'accord;plutot pas d'accord;tout a fait d'accord;plutot pas d'accord;plutot d'accord;;bon equilibre pietons cyclistes;;;;non;;;null;null;null;null;null;null;null;;positif;;;homme;40-60
C143;03/05/25;9:50;cycliste ;vers gallia;tous les jours;travail/etudes;;null;null;null;oui;oui;eviter rue des juifs;plutot pas d'accord;tout a fait d'accord;tout a fait d'accord;pas du tout d'accord;tout a fait d'accord;plutot pas d'accord;;pedagogie pour les cyclistes;vitesse cyclistes;manque de signaletique;probleme avec les voitures/camionnettes ;oui;le matin ;c'est dangereux;null;null;oui;null;null;null;null;;agreable;pratique;tres emprunte;homme;40-60
C144;03/05/25;10:10;cycliste ;vers corbeau;toutes les semaines;activites/loisirs;;oui;null;null;null;null;;plutot d'accord;plutot d'accord;plutot d'accord;plutot pas d'accord;plutot d'accord;plutot pas d'accord;;conflits/tensions;comportement derangeant cyclistes;manque d'attention pietons;;oui;;;null;oui;null;null;null;null;null;;agreable;vigilant;anime;homme;40-60
C145;03/05/25;10:15;cycliste ;vers corbeau;premiere fois;promenade;;null;null;null;null;oui;commerce;tout a fait d'accord;pas du tout d'accord;pas du tout d'accord;tout a fait d'accord;pas du tout d'accord;tout a fait d'accord;;tout le monde se respecte;;;;non-concerne;;;null;null;null;null;null;null;null;;calme;courtois;bon partage de l'espace;homme;40-60
C146;03/05/25;10:17;cycliste ;vers corbeau;toutes les semaines;activites/loisirs;;oui;null;null;oui;null;;tout a fait d'accord;plutot pas d'accord;pas du tout d'accord;plutot pas d'accord;plutot pas d'accord;plutot d'accord;;probleme avec les voitures/camionnettes ;complique avec les enfants;;;non;;;null;null;null;null;null;null;null;;agreable;rapide;social;homme;40-60
C147;03/05/25;10:25;cycliste ;vers corbeau;toutes les semaines;travail/etudes;;null;null;null;oui;null;;tout a fait d'accord;pas du tout d'accord;pas du tout d'accord;pas du tout d'accord;ne sait pas;tout a fait d'accord;;bon equilibre pietons cyclistes;;;;non;;;null;null;null;null;null;null;null;;agreable;fluide;;homme;40-60
C148;03/05/25;10:48;cycliste ;vers corbeau;toutes les semaines;activites/loisirs;;oui;null;null;null;null;;plutot d'accord;plutot pas d'accord;plutot d'accord;plutot d'accord;pas du tout d'accord;plutot d'accord;;;;;;oui;weekend;plus rapide;oui;null;oui;null;null;null;null;;slalom;agreable;pratique;femme;40-60
C149;03/05/25;10:50;cycliste ;vers gallia;tous les jours;promenade;;oui;oui;null;null;null;;tout a fait d'accord;tout a fait d'accord;pas du tout d'accord;tout a fait d'accord;tout a fait d'accord;tout a fait d'accord;;complique avec les enfants;danger/peur;probleme avec les vehicule electrique (trotinettes,velos);absence de separation;non;;;null;null;null;null;null;null;oui;electrique;bon;;;homme;40-60
C150;03/05/25;10:55;cycliste ;vers corbeau;toutes les semaines;activites/loisirs;;oui;null;null;null;null;;plutot d'accord;tout a fait d'accord;plutot pas d'accord;pas du tout d'accord;plutot d'accord;pas du tout d'accord;;manque d'attention pietons;absence de separation;;;oui;quand il y a du monde;;null;null;oui;null;null;null;null;;vert;tres agreable;commerçant;femme;20-40
C151;03/05/25;11:00;cycliste ;vers corbeau;premiere fois;activites/loisirs;;null;oui;null;null;null;;tout a fait d'accord;plutot d'accord;pas du tout d'accord;pas du tout d'accord;plutot pas d'accord;pas du tout d'accord;;manque de signaletique;;;;non-concerne;;;null;null;null;null;null;null;null;;verdoyant;calme;hesitant;homme;20-40
C152;03/05/25;11:05;cycliste ;vers corbeau;moins souvent;activites/loisirs;;null;oui;oui;null;null;;tout a fait d'accord;tout a fait d'accord;pas du tout d'accord;pas du tout d'accord;tout a fait d'accord;plutot d'accord;;bon equilibre pietons cyclistes;amenagements bien adaptes;;;non;;;null;null;null;null;null;null;null;;calme;circulation paisible;verdure;homme;60 et plus
C153;03/05/25;11:15;cycliste ;vers gallia;toutes les semaines;autre;habitude;null;null;null;oui;null;;plutot d'accord;pas du tout d'accord;tout a fait d'accord;tout a fait d'accord;tout a fait d'accord;plutot pas d'accord;;cohabitation difficile entre les velos;vitesse cyclistes;vitesse livreurs a velo;probleme avec les voitures/camionnettes ;non;;;null;null;null;null;null;null;null;;vigilance;prudence;anticipation ;homme;40-60
C154;03/05/25;11:25;cycliste ;sans reponse;tous les jours;activites/loisirs;;null;oui;null;null;null;;plutot d'accord;plutot d'accord;plutot d'accord;plutot pas d'accord;tout a fait d'accord;plutot d'accord;;probleme avec les vehicule electrique (trotinettes,velos);absence de separation;;;non;;;null;null;null;null;null;null;null;;agreable;;;femme;20-40
C155;03/05/25;11:30;cycliste ;sans reponse;toutes les semaines;activites/loisirs;;null;oui;null;null;null;;plutot d'accord;tout a fait d'accord;tout a fait d'accord;plutot d'accord;plutot d'accord;plutot d'accord;;;;;;non;;;null;null;null;null;null;null;null;;agreable;stressant;convivial;femme;40-60
C156;03/05/25;11:30;cycliste ;vers gallia;tous les jours;travail/etudes;;oui;oui;null;null;null;;plutot d'accord;plutot pas d'accord;plutot d'accord;plutot d'accord;plutot pas d'accord;plutot d'accord;;probleme avec les voitures/camionnettes ;;;;non;;;null;null;null;null;oui;oui;null;;;;;homme;40-60
C157;03/05/25;11:45;cycliste ;vers corbeau;tous les jours;travail/etudes;;oui;null;null;null;null;;plutot d'accord;tout a fait d'accord;plutot pas d'accord;tout a fait d'accord;tout a fait d'accord;tout a fait d'accord;;;;;;non;;;null;null;null;null;null;null;null;;agreable;;;homme;20-40
C158;03/05/25;12:00;cycliste ;vers corbeau;moins souvent;activites/loisirs;;null;oui;null;null;null;;tout a fait d'accord;plutot pas d'accord;plutot pas d'accord;plutot pas d'accord;pas du tout d'accord;tout a fait d'accord;;aux cyclistes de s'adapter;absence de separation;;;non;;;null;null;null;null;null;null;null;;slalom;;;homme;20-40
C159;03/05/25;12:15;cycliste ;sans reponse;toutes les semaines;activites/loisirs;;null;oui;oui;null;null;;tout a fait d'accord;plutot d'accord;pas du tout d'accord;plutot d'accord;pas du tout d'accord;plutot d'accord;;absence de separation;;;;oui;marche de Noël;trop frequente;null;null;null;null;null;null;null;;plaisant;;;homme;20-40
C160;03/05/25;12:15;cycliste ;vers gallia;tous les jours;activites/loisirs;;oui;oui;null;null;null;;plutot d'accord;plutot d'accord;plutot pas d'accord;plutot pas d'accord;plutot pas d'accord;plutot d'accord;;vitesse cyclistes;amenagements bien adaptes;;;non;;;null;oui;null;null;null;null;null;;plaisant;;;homme;40-60
C161;03/05/25;12:15;cycliste ;vers corbeau;tous les jours;autre;enfants;oui;oui;null;null;null;;plutot d'accord;tout a fait d'accord;plutot d'accord;plutot pas d'accord;plutot d'accord;plutot d'accord;;manque de civisme/de communication;;;;oui;weekend;;null;oui;null;oui;null;null;null;;agreable;;;homme;20-40
C162;03/05/25;12:15;cycliste ;vers corbeau;toutes les semaines;activites/loisirs;;null;oui;null;null;null;;tout a fait d'accord;tout a fait d'accord;plutot d'accord;pas du tout d'accord;tout a fait d'accord;plutot d'accord;;manque de signaletique;faire attention (cyclistes ou pietons);;;oui;weekend;;oui;null;oui;null;null;null;null;;agreable;;;femme;20-40
C163;03/05/25;12:30;cycliste ;vers gallia;toutes les semaines;activites/loisirs;;null;null;null;null;oui;commerce;tout a fait d'accord;plutot d'accord;plutot d'accord;plutot pas d'accord;plutot pas d'accord;plutot pas d'accord;;manque d'attention pietons;manque de signaletique;;;oui;samedi;trop frequente;null;null;oui;null;null;null;null;;aleatoire;incertain;joli;femme;20-40
C164;03/05/25;12:50;cycliste ;vers corbeau;tous les jours;activites/loisirs;;oui;null;null;null;null;;plutot d'accord;plutot d'accord;plutot d'accord;pas du tout d'accord;tout a fait d'accord;pas du tout d'accord;;trop de pietons;touristes ne comprennent pas l'espace;;;oui;meteo agreable;trop frequente;null;null;null;null;null;null;null;;attention necessaire;agreable;anticiper;femme;60 et plus
C165;03/05/25;13:00;cycliste ;sans reponse;tous les jours;activites/loisirs;;oui;oui;null;null;null;;plutot pas d'accord;tout a fait d'accord;plutot d'accord;plutot pas d'accord;tout a fait d'accord;plutot pas d'accord;;comportement derangeant cyclistes;manque de signaletique;;;oui;marche de Noël;;null;null;oui;null;null;null;oui;touristes;bordelique;;;homme;40-60
C166;03/05/25;13:00;cycliste ;vers gallia;toutes les semaines;promenade;;null;oui;null;null;null;;tout a fait d'accord;pas du tout d'accord;pas du tout d'accord;tout a fait d'accord;tout a fait d'accord;tout a fait d'accord;;les pietons se sentent agresses;vitesse livreurs a velo;;;non;;;null;oui;null;null;null;null;null;;agreable;sûr;spatieux;homme;20-40
C167;03/05/25;13:10;cycliste ;vers corbeau;tous les jours;travail/etudes;;oui;null;null;oui;null;;plutot d'accord;plutot d'accord;plutot pas d'accord;plutot d'accord;plutot pas d'accord;plutot pas d'accord;;faire attention (cyclistes ou pietons);;;;non;;;null;null;null;null;oui;oui;null;;stressant;paisible;courtois;homme;20-40
C168;03/05/25;13:20;cycliste ;vers gallia;toutes les semaines;activites/loisirs;;oui;null;null;null;null;;plutot d'accord;tout a fait d'accord;plutot d'accord;plutot pas d'accord;plutot pas d'accord;plutot d'accord;;vitesse cyclistes;manque de signaletique;;;non;;;null;null;oui;null;null;null;null;;touristique;attentif;;femme;40-60
